,date,sal,scu,sru,zpm,dxa,dxm,zwh,zcf,sfu,dxc,dxb,zsr,dxy,zta,szn,zoi,dxl,dxp,srb,swr,zri,dxv,spb,dxj,zma,sag,zfg,zrm,zrs,djm,ztc,sbu,dxi,djd,zjr,dbb,dfb,dpp,shc,zlr,zsf,zsm,dcs,sni,ssn,fih,fic,fif,ftf,fxt
0,20070104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20070105,-3108,-2482.6425,-3272.374,0,0,-3228,0,-2578.4,0,-4390.4,0,-2223,-2137.5,-3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20070108,-283078.000000516,368423.630000084,209824.187999641,0,0,-5415.99999999808,0,-13200.0000000307,0,14784.0000000101,0,-30779.9999999949,7577.49999997331,-38262.9999999841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20070109,156044.000000265,-61563.2599999561,147441.283499651,0,0,-37276.0000000055,0,10999.9999999856,0,46526.3999999703,0,13667.0000000181,-42322.5000000213,7606.99999999479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20070110,-178305.999999595,-254100.000000184,436908.013750045,0,0,-26923.9999999712,0,8799.9999999803,0,15583.9999999978,0,-5113.00000000041,5225.00000000911,-15179.999999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20070111,-11356.0000000447,-298263.917500297,-111268.297000026,0,0,47731.9999999773,0,2199.99999999773,0,-87198.3999999016,0,-29069.9999999836,-31349.9999999758,43009.9999999446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20070112,66600.0000000446,247986.384999969,275000.000000019,0,0,26787.9999999834,0,79200.0000003102,0,-11703.6000000183,0,49589.9999999776,40827.5000000041,80947.0000000245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20070115,-16678.0000000342,59936.4599999625,-297059.166499735,0,0,-245747.999999987,0,-6629.30000000771,0,-243325.599999955,0,-53023.000000028,-205905.000000072,-43205.9999999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20070116,112000.000000549,315700.000000147,178249.001999884,0,0,-23255.9999999809,0,33345.6999999826,0,18638.8000000256,0,32286.9999999905,75417.4999998518,51186.9999999644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20070117,139972.000000027,-22613.1825000187,115500.000000353,0,0,-75005.9999997962,0,-20249.9999999841,0,47400.0000000238,0,-3419.99999999954,15787.4999999824,193786.999999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20070118,11271.9999999765,-60900.0000000524,57750.0000000533,0,0,64415.9999999872,0,-29.3,0,26437.6000000211,0,58140.0000000131,-12667.4999999797,110015.000000233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20070119,5699.99999999592,363299.999999868,-297000.000000088,0,0,-115508.000000164,0,51145.7000000231,0,-87393.6000002494,0,8537.00000002149,-86512.5000000313,135693.999999467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20070122,-108299.999999997,-218463.082500512,170440.94374992,0,0,-40859.9999999957,0,15750.0000000172,0,-60454.4000000289,0,1720.00000000046,5640.00000000015,178801.000000548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20070123,-68427.9999999796,-15113.1000000534,170740.806499938,0,0,57164.0000000177,0,-15779.3000000126,0,29166.4000000002,0,-25799.9999999936,2797.49999999838,93034.9999999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20070124,-73450.0000000056,-340200.000000522,343690.525250156,0,0,-24,0,-15954.3000000173,0,-36211.2000000089,0,-10319.9999999897,29404.9999999854,-181595.99999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20070125,62122.0000000412,-113463.639999994,91740.4487500257,0,0,10176.0000000306,0,4500.00000000253,0,-18105.999999981,0,-5159.99999999964,-43290.0000000254,8138.00000000352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20070126,55299.9999999499,-27770.7350000216,-23909.531000043,0,0,-18002.0000000235,0,-15749.9999999843,0,-37467.1999999716,0,34399.9999999911,106400.000000276,-5380.00000000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20070129,-51528.0000000115,-29808.4349999555,262600.000000025,0,0,-5119.99999999841,0,-6750.00000002472,0,-21911.2000000255,0,-24080.0000000171,64577.5000001143,-26900.000000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20070130,-180828.000000488,-403850.000000106,-18259.7425000155,0,0,-30732.0000000139,0,24750.0000000104,0,21948.8000000184,0,-36120.0000000296,24937.4999999859,145247.000000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20070131,62644.0000000313,88023.7349999581,226949.999999773,0,0,46247.9999999836,0,-20250.0000000255,0,-33052.4000000073,0,-81845.9999999184,-65982.5,-131371.999999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20070201,98571.9999999892,139686.705000317,-107159.848250016,0,0,16896.0000000027,0,-18000.0000000211,0,-25550.0000000029,0,39074.0000000073,-36502.5000000078,-27238.999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20070202,34471.9999999528,-226799.999999908,-282559.593999881,0,0,-15515.9999999935,0,1476.00000002243,0,21888.799999978,0,-26892.999999986,-13602.4999999808,16127.0000000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20070205,-34199.9999999634,-424262.519999873,-122459.486000225,0,0,-111851.999999918,0,8970.70000002382,0,-25664.7999999876,0,38857.0000000301,-90262.4999999357,112559.999999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20070206,79115.9999999936,-22637.5000000338,20740.4959999877,0,0,-8081.99999999878,0,2195.69999999764,0,14446.4000000075,0,-6732.99999999479,-11400.0000000186,-26838.9999999572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20070207,-29155.9999999857,-222200,270299.999999702,0,0,14316.0000000112,0,-22499.9999999937,0,-3650.00000000243,0,-81856.0000002559,28499.9999999787,-77492.9999999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
